target,municipio,semanas,testes,positivos,notificacoes,obitos,positividade_media,incidencia_media_100k,risco_max
sarampo_igg,CAMPO NOVO DO PARECIS,2,2,2,0.0,0.0,1.0,2.1304294103871637,0.13490000000000063
sarampo_igg,CANARANA,2,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_igg,COLIDER,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_igg,CUIABA,10,14,7,0.0,0.0,0.5333333333333333,0.1064977775762443,0.6291850693651901
sarampo_igg,JACIARA,1,1,1,0.0,0.0,1.0,3.404950798460962,0.0
sarampo_igg,LUCAS DO RIO VERDE,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_igg,MARCELANDIA,1,1,0,0.0,0.0,0.0,0.0,0.006850390625000021
sarampo_igg,MIRASSOL D''OESTE,2,2,1,0.0,0.0,0.5,,0.1349
sarampo_igg,PONTES E LACERDA,1,1,1,0.0,0.0,1.0,1.8581834398691837,0.0
sarampo_igg,PORTO ESPERIDIAO,1,2,2,0.0,0.0,1.0,19.60015680125441,0.05470817849099111
sarampo_igg,QUERENCIA,2,2,1,0.0,0.0,0.5,1.7587674557669986,0.2698
sarampo_igg,RONDONOPOLIS,3,3,0,0.0,0.0,0.0,0.0,0.0
sarampo_igg,SAO FELIX DO ARAGUAIA,1,1,1,0.0,0.0,1.0,7.112881428266592,0.16267185388513522
sarampo_igg,SAPEZAL,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_igg,SINOP,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_igg,SORRISO,3,3,2,0.0,0.0,0.6666666666666666,0.5883874821248255,0.2763213562373095
sarampo_igg,TANGARA DA SERRA,6,7,2,0.0,0.0,0.3333333333333333,0.31318313070384773,0.5656854249492381
sarampo_igg,TAPURAH,2,2,2,0.0,0.0,1.0,6.841493713181524,0.1349
sarampo_igg,VARZEA GRANDE,4,5,4,0.0,0.0,0.75,0.33324668919414285,0.8182827557301444
sarampo_igm,ALTA FLORESTA,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_igm,ARIPUANA,1,1,0,0.0,0.0,0.0,0.0,0.05382992328265769
sarampo_igm,CACERES,1,1,0,0.0,0.0,0.0,0.0,0.01077642877252243
sarampo_igm,CAMPO NOVO DO PARECIS,2,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_igm,CANARANA,2,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_igm,COLIDER,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_igm,CUIABA,10,14,2,0.0,0.0,0.2,0.03139944641582092,0.8105782371462913
sarampo_igm,JACIARA,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_igm,LUCAS DO RIO VERDE,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_igm,MARCELANDIA,1,1,1,0.0,0.0,1.0,8.697921196833956,0.006850390625000021
sarampo_igm,MIRASSOL D''OESTE,2,2,0,0.0,0.0,0.0,,0.0
sarampo_igm,PONTES E LACERDA,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_igm,PORTO ESPERIDIAO,1,2,0,0.0,0.0,0.0,0.0,0.05470817849099111
sarampo_igm,QUERENCIA,2,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_igm,RONDONOPOLIS,3,3,0,0.0,0.0,0.0,0.0,0.0
sarampo_igm,SAO FELIX DO ARAGUAIA,1,1,0,0.0,0.0,0.0,0.0,0.16267185388513522
sarampo_igm,SAPEZAL,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_igm,SINOP,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_igm,SORRISO,3,3,0,0.0,0.0,0.0,0.0,0.0
sarampo_igm,TANGARA DA SERRA,6,7,1,0.0,0.0,0.08333333333333333,0.15659156535192387,1.4534441853748632
sarampo_igm,TAPURAH,2,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_igm,VARZEA GRANDE,4,5,0,0.0,0.0,0.0,0.0,0.43301270189221935
sarampo_lyme_igg,CHAPADA DOS GUIMARAES,1,1,0,0.0,0.0,0.0,0.0,0.03629330306869366
sarampo_lyme_igm,CHAPADA DOS GUIMARAES,1,1,0,0.0,0.0,0.0,0.0,0.03629330306869366
sarampo_mayaro_biologia_molecular,ARAPUTANGA,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_mayaro_biologia_molecular,BARRA DO BUGRES,1,1,0,0.0,0.0,0.0,0.0,0.0017327737894144602
sarampo_mayaro_biologia_molecular,CACERES,6,9,0,0.0,0.0,0.0,0.0,0.5017666818035053
sarampo_mayaro_biologia_molecular,CAMPO NOVO DO PARECIS,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_mayaro_biologia_molecular,CAMPO VERDE,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_mayaro_biologia_molecular,CANARANA,2,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_mayaro_biologia_molecular,CHAPADA DOS GUIMARAES,1,1,0,0.0,0.0,0.0,0.0,0.03629330306869366
sarampo_mayaro_biologia_molecular,CUIABA,4,5,0,0.0,0.0,0.0,0.0,0.43301270189221935
sarampo_mayaro_biologia_molecular,GUARANTA DO NORTE,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_mayaro_biologia_molecular,LUIZIANIA,1,2,0,0.0,0.0,0.0,,0.0
sarampo_mayaro_biologia_molecular,MIRASSOL D''OESTE,1,1,0,0.0,0.0,0.0,,0.0
sarampo_mayaro_biologia_molecular,PONTES E LACERDA,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_mayaro_biologia_molecular,PRIMAVERA DO LESTE,7,16,0,0.0,0.0,0.0,0.0,0.505875
sarampo_mayaro_biologia_molecular,RONDONOPOLIS,3,3,0,0.0,0.0,0.0,0.0,0.0
sarampo_mayaro_biologia_molecular,SINOP,1,1,0,0.0,0.0,0.0,,0.0
sarampo_mayaro_biologia_molecular,SORRISO,1,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_mayaro_biologia_molecular,TANGARA DA SERRA,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_mayaro_biologia_molecular,VARZEA GRANDE,12,18,0,0.0,0.0,0.0,0.0,0.4909902530309828
sarampo_mayaro_igm,VARZEA GRANDE,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_parvov_rus_b19_igg,CACERES,2,2,1,0.0,0.0,0.5,0.5448581734174595,0.2805764287725224
sarampo_parvov_rus_b19_igg,CANARANA,2,2,2,0.0,0.0,1.0,3.530574777573789,0.0
sarampo_parvov_rus_b19_igg,CUIABA,3,3,1,0.0,0.0,0.3333333333333333,0.04817825956037338,0.5656854249492381
sarampo_parvov_rus_b19_igg,INDAIAL,1,2,0,0.0,0.0,0.0,,0.0
sarampo_parvov_rus_b19_igg,JACIARA,1,3,0,0.0,0.0,0.0,0.0,0.0
sarampo_parvov_rus_b19_igg,JURUENA,1,2,1,0.0,0.0,0.5,9.943323058566172,0.0634907305743244
sarampo_parvov_rus_b19_igg,MIRASSOL D''OESTE,1,1,0,0.0,0.0,0.0,,0.0
sarampo_parvov_rus_b19_igg,PONTES E LACERDA,4,4,2,0.0,0.0,0.5,0.8966679817797065,0.2698
sarampo_parvov_rus_b19_igg,PRIMAVERA DO LESTE,9,14,7,0.0,0.0,0.3888888888888889,1.0416015665687561,1.0638088062149444
sarampo_parvov_rus_b19_igg,QUERENCIA,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_parvov_rus_b19_igg,RONDONOPOLIS,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_parvov_rus_b19_igg,SORRISO,2,2,1,0.0,0.0,0.5,0.8021497613604459,0.1349
sarampo_parvov_rus_b19_igg,VARZEA GRANDE,2,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_parvov_rus_b19_igm,CACERES,2,2,0,0.0,0.0,0.0,0.0,0.01077642877252243
sarampo_parvov_rus_b19_igm,CANARANA,2,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_parvov_rus_b19_igm,CUIABA,3,3,0,0.0,0.0,0.0,0.0,0.0
sarampo_parvov_rus_b19_igm,INDAIAL,1,2,0,0.0,0.0,0.0,,0.0
sarampo_parvov_rus_b19_igm,JACIARA,1,3,0,0.0,0.0,0.0,0.0,0.0
sarampo_parvov_rus_b19_igm,JURUENA,1,2,0,0.0,0.0,0.0,0.0,0.0634907305743244
sarampo_parvov_rus_b19_igm,MIRASSOL D''OESTE,1,1,0,0.0,0.0,0.0,,0.0
sarampo_parvov_rus_b19_igm,PONTES E LACERDA,4,4,0,0.0,0.0,0.0,0.0,0.0
sarampo_parvov_rus_b19_igm,PRIMAVERA DO LESTE,9,14,0,0.0,0.0,0.0,0.0,0.5272196186749782
sarampo_parvov_rus_b19_igm,QUERENCIA,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_parvov_rus_b19_igm,RONDONOPOLIS,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_parvov_rus_b19_igm,SORRISO,2,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_parvov_rus_b19_igm,VARZEA GRANDE,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_pesquisa_de_arbov_rus_zdc,ARAPUTANGA,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_pesquisa_de_arbov_rus_zdc,BARRA DO BUGRES,1,1,0,0.0,0.0,0.0,0.0,0.0017327737894144602
sarampo_pesquisa_de_arbov_rus_zdc,CACERES,9,11,0,0.0,0.0,0.0,0.0,0.47848360211926505
sarampo_pesquisa_de_arbov_rus_zdc,CAMPO NOVO DO PARECIS,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_pesquisa_de_arbov_rus_zdc,CAMPO VERDE,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_pesquisa_de_arbov_rus_zdc,CANARANA,2,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_pesquisa_de_arbov_rus_zdc,CHAPADA DOS GUIMARAES,1,1,0,0.0,0.0,0.0,0.0,0.03629330306869366
sarampo_pesquisa_de_arbov_rus_zdc,CUIABA,3,3,0,0.0,0.0,0.0,0.0,0.0
sarampo_pesquisa_de_arbov_rus_zdc,GUARANTA DO NORTE,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_pesquisa_de_arbov_rus_zdc,LUCAS DO RIO VERDE,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_pesquisa_de_arbov_rus_zdc,LUIZIANIA,1,2,0,0.0,0.0,0.0,,0.0
sarampo_pesquisa_de_arbov_rus_zdc,MIRASSOL D''OESTE,1,1,0,0.0,0.0,0.0,,0.0
sarampo_pesquisa_de_arbov_rus_zdc,PONTES E LACERDA,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_pesquisa_de_arbov_rus_zdc,PRIMAVERA DO LESTE,9,17,0,0.0,0.0,0.0,0.0,0.6047078979069521
sarampo_pesquisa_de_arbov_rus_zdc,QUERENCIA,1,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_pesquisa_de_arbov_rus_zdc,RONDONOPOLIS,2,4,0,0.0,0.0,0.0,0.0,0.168625
sarampo_pesquisa_de_arbov_rus_zdc,SINOP,1,1,0,0.0,0.0,0.0,,0.0
sarampo_pesquisa_de_arbov_rus_zdc,SORRISO,1,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_pesquisa_de_arbov_rus_zdc,TANGARA DA SERRA,2,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_pesquisa_de_arbov_rus_zdc,VARZEA GRANDE,13,20,0,0.0,0.0,0.0,0.0,0.4899250919729269
sarampo_rotav_rus,CHAPADA DOS GUIMARAES,1,1,0,0.0,0.0,0.0,0.0,0.03629330306869366
sarampo_rub_ola_biologia_molecular,CACERES,2,8,0,0.0,0.0,0.0,0.0,0.01077642877252243
sarampo_rub_ola_biologia_molecular,COCALINHO,1,3,0,0.0,0.0,0.0,0.0,0.15397950098536037
sarampo_rub_ola_igg,ALTO GARCAS,1,1,1,0.0,0.0,1.0,7.165376898824879,0.0
sarampo_rub_ola_igg,ARAPUTANGA,2,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_rub_ola_igg,BARRA DO BUGRES,1,2,0,0.0,0.0,0.0,0.0,0.0017327737894144602
sarampo_rub_ola_igg,CACERES,17,24,2,0.0,0.0,0.058823529411764705,0.13621454335436486,1.7364036213465501
sarampo_rub_ola_igg,CAMPINAPOLIS,3,6,0,0.0,0.0,0.0,0.0,0.44760158009572104
sarampo_rub_ola_igg,CAMPO NOVO DO PARECIS,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_rub_ola_igg,CAMPO VERDE,5,7,4,0.0,0.0,0.5,1.0193056489919068,0.44108621784789737
sarampo_rub_ola_igg,CANARANA,2,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_rub_ola_igg,CHAPADA DOS GUIMARAES,3,4,2,0.0,0.0,0.5,2.569637167231987,0.5247466936619674
sarampo_rub_ola_igg,COCALINHO,2,7,0,0.0,0.0,0.0,0.0,0.32260450098536037
sarampo_rub_ola_igg,CUIABA,13,20,2,0.0,0.0,0.0641025641025641,0.022236119797095406,1.3950636854436336
sarampo_rub_ola_igg,DENISE,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_rub_ola_igg,DOM AQUINO,1,1,0,0.0,0.0,0.0,,0.0
sarampo_rub_ola_igg,GOIANIA,1,1,0,0.0,0.0,0.0,,0.0
sarampo_rub_ola_igg,GUARANTA DO NORTE,2,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_rub_ola_igg,JACIARA,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_rub_ola_igg,JUARA,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_rub_ola_igg,JURUENA,2,2,0,0.0,0.0,0.0,0.0,0.0634907305743244
sarampo_rub_ola_igg,LUCAS DO RIO VERDE,3,3,0,0.0,0.0,0.0,0.0,0.0
sarampo_rub_ola_igg,MATUPA,1,1,1,0.0,0.0,1.0,,0.0
sarampo_rub_ola_igg,MIRASSOL D''OESTE,6,7,3,0.0,0.0,0.3333333333333333,,0.8418597068495666
sarampo_rub_ola_igg,NOSSA SENHORA DO LIVRAMENTO,1,2,0,0.0,0.0,0.0,0.0,0.10755540540540556
sarampo_rub_ola_igg,NOVA BANDEIRANTES,1,1,0,0.0,0.0,0.0,0.0,0.027430046452702812
sarampo_rub_ola_igg,NOVA MONTE VERDE,1,1,0,0.0,0.0,0.0,0.0,0.007011799690315371
sarampo_rub_ola_igg,NOVA MUTUM,1,1,1,0.0,0.0,1.0,1.575919943266882,0.0
sarampo_rub_ola_igg,PONTES E LACERDA,4,6,0,0.0,0.0,0.0,0.0,0.43301270189221935
sarampo_rub_ola_igg,PRIMAVERA DO LESTE,6,12,5,0.0,0.0,0.27777777777777773,0.8680013054739635,1.173077537579955
sarampo_rub_ola_igg,QUERENCIA,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_rub_ola_igg,RONDONOPOLIS,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_rub_ola_igg,SAO JOSE DO POVO,1,1,1,0.0,0.0,1.0,36.81885125184094,0.021652551379504583
sarampo_rub_ola_igg,SAPEZAL,1,1,1,0.0,0.0,1.0,,0.0
sarampo_rub_ola_igg,SINOP,1,1,0,0.0,0.0,0.0,,0.0
sarampo_rub_ola_igg,SORRISO,4,4,2,0.0,0.0,0.5,0.40107488068022296,0.2698
sarampo_rub_ola_igg,TANGARA DA SERRA,4,4,0,0.0,0.0,0.0,0.0,0.0
sarampo_rub_ola_igg,TERRA NOVA DO NORTE,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_rub_ola_igg,VARZEA GRANDE,13,30,2,0.0,0.0,0.0641025641025641,0.052259382126873234,1.0138802621666247
sarampo_rub_ola_igm,ALTO GARCAS,1,1,1,0.0,0.0,1.0,7.165376898824879,0.0
sarampo_rub_ola_igm,ARAPUTANGA,2,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_rub_ola_igm,BARRA DO BUGRES,1,2,0,0.0,0.0,0.0,0.0,0.0017327737894144602
sarampo_rub_ola_igm,CACERES,17,24,0,0.0,0.0,0.0,0.0,0.9320626211010422
sarampo_rub_ola_igm,CAMPINAPOLIS,3,6,0,0.0,0.0,0.0,0.0,0.44760158009572104
sarampo_rub_ola_igm,CAMPO NOVO DO PARECIS,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_rub_ola_igm,CAMPO VERDE,5,7,2,0.0,0.0,0.2,1.0193056489919068,1.0525963793616728
sarampo_rub_ola_igm,CANARANA,2,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_rub_ola_igm,CHAPADA DOS GUIMARAES,3,4,1,0.0,0.0,0.3333333333333333,0.0,0.38984669366196745
sarampo_rub_ola_igm,COCALINHO,2,7,0,0.0,0.0,0.0,0.0,0.32260450098536037
sarampo_rub_ola_igm,CUIABA,13,20,0,0.0,0.0,0.0,0.0,0.5760221094612907
sarampo_rub_ola_igm,DENISE,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_rub_ola_igm,DOM AQUINO,1,1,0,0.0,0.0,0.0,,0.0
sarampo_rub_ola_igm,GOIANIA,1,1,0,0.0,0.0,0.0,,0.0
sarampo_rub_ola_igm,GUARANTA DO NORTE,2,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_rub_ola_igm,JACIARA,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_rub_ola_igm,JUARA,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_rub_ola_igm,JURUENA,2,2,0,0.0,0.0,0.0,0.0,0.0634907305743244
sarampo_rub_ola_igm,LUCAS DO RIO VERDE,3,4,0,0.0,0.0,0.0,0.0,0.3535533905932738
sarampo_rub_ola_igm,MATUPA,1,1,0,0.0,0.0,0.0,,0.0
sarampo_rub_ola_igm,MIRASSOL D''OESTE,6,7,1,0.0,0.0,0.16666666666666666,,0.5590169943749475
sarampo_rub_ola_igm,NOSSA SENHORA DO LIVRAMENTO,1,2,0,0.0,0.0,0.0,0.0,0.10755540540540556
sarampo_rub_ola_igm,NOVA BANDEIRANTES,1,1,0,0.0,0.0,0.0,0.0,0.027430046452702812
sarampo_rub_ola_igm,NOVA MONTE VERDE,1,1,0,0.0,0.0,0.0,0.0,0.007011799690315371
sarampo_rub_ola_igm,NOVA MUTUM,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_rub_ola_igm,PONTES E LACERDA,4,6,0,0.0,0.0,0.0,0.0,0.43301270189221935
sarampo_rub_ola_igm,PRIMAVERA DO LESTE,6,12,0,0.0,0.0,0.0,0.0,0.5477225575051661
sarampo_rub_ola_igm,QUERENCIA,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_rub_ola_igm,RONDONOPOLIS,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_rub_ola_igm,SAO JOSE DO POVO,1,1,0,0.0,0.0,0.0,0.0,0.021652551379504583
sarampo_rub_ola_igm,SAPEZAL,1,1,0,0.0,0.0,0.0,,0.0
sarampo_rub_ola_igm,SINOP,1,1,0,0.0,0.0,0.0,,0.0
sarampo_rub_ola_igm,SORRISO,4,4,0,0.0,0.0,0.0,0.0,0.0
sarampo_rub_ola_igm,TANGARA DA SERRA,4,4,0,0.0,0.0,0.0,0.0,0.0
sarampo_rub_ola_igm,TERRA NOVA DO NORTE,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_rub_ola_igm,VARZEA GRANDE,13,30,1,0.0,0.0,0.038461538461538464,0.026129691063436617,1.356145281098631
sarampo_sarampo_biologia_molecular,ALTO GARCAS,3,3,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_biologia_molecular,ARAPUTANGA,1,4,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_biologia_molecular,CACERES,9,31,0,0.0,0.0,0.0,0.0,1.1911514287725224
sarampo_sarampo_biologia_molecular,CAMPINAPOLIS,3,8,0,0.0,0.0,0.0,0.0,0.6325299706889949
sarampo_sarampo_biologia_molecular,CAMPO NOVO DO PARECIS,2,4,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_biologia_molecular,CAMPO VERDE,3,10,0,0.0,0.0,0.0,0.0,0.17677669529663684
sarampo_sarampo_biologia_molecular,CANARANA,1,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_biologia_molecular,CHAPADA DOS GUIMARAES,4,5,0,0.0,0.0,0.0,0.0,0.469306004960913
sarampo_sarampo_biologia_molecular,COCALINHO,1,3,0,0.0,0.0,0.0,0.0,0.15397950098536037
sarampo_sarampo_biologia_molecular,CUIABA,10,39,0,0.0,0.0,0.0,0.0,0.46371875
sarampo_sarampo_biologia_molecular,DENISE,3,6,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_biologia_molecular,DIAMANTINO,1,4,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_biologia_molecular,DOM AQUINO,1,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_biologia_molecular,GENERAL CARNEIRO,1,4,0,0.0,0.0,0.0,0.0,0.0818533854166666
sarampo_sarampo_biologia_molecular,GUARANTA DO NORTE,1,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_biologia_molecular,INDAIAL,1,3,0,0.0,0.0,0.0,,0.0
sarampo_sarampo_biologia_molecular,JACIARA,1,6,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_biologia_molecular,JUARA,2,4,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_biologia_molecular,JURUENA,1,2,0,0.0,0.0,0.0,0.0,0.0634907305743244
sarampo_sarampo_biologia_molecular,LUCAS DO RIO VERDE,2,3,0,0.0,0.0,0.0,0.0,0.168625
sarampo_sarampo_biologia_molecular,LUIZIANIA,1,2,0,0.0,0.0,0.0,,0.0
sarampo_sarampo_biologia_molecular,MATUPA,2,3,0,0.0,0.0,0.0,0.0,0.168625
sarampo_sarampo_biologia_molecular,MIRASSOL D''OESTE,5,12,0,0.0,0.0,0.0,,0.49999999999999994
sarampo_sarampo_biologia_molecular,NORTELANDIA,1,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_biologia_molecular,NOSSA SENHORA DO LIVRAMENTO,2,3,0,0.0,0.0,0.0,0.0,0.27618040540540556
sarampo_sarampo_biologia_molecular,NOVA BANDEIRANTES,1,1,0,0.0,0.0,0.0,0.0,0.027430046452702812
sarampo_sarampo_biologia_molecular,NOVA MONTE VERDE,1,2,0,0.0,0.0,0.0,0.0,0.007011799690315371
sarampo_sarampo_biologia_molecular,NOVA MUTUM,3,8,0,0.0,0.0,0.0,0.0,0.505875
sarampo_sarampo_biologia_molecular,NOVA NAZARE,1,2,0,0.0,0.0,0.0,0.0,0.12084791666666697
sarampo_sarampo_biologia_molecular,NOVO SAO JOAQUIM,1,1,0,0.0,0.0,0.0,0.0,0.04090770340653165
sarampo_sarampo_biologia_molecular,PARANATINGA,1,2,0,0.0,0.0,0.0,0.0,0.02608180602477483
sarampo_sarampo_biologia_molecular,POCONE,1,1,0,0.0,0.0,0.0,0.0,0.06830926590653164
sarampo_sarampo_biologia_molecular,PONTES E LACERDA,4,8,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_biologia_molecular,PRIMAVERA DO LESTE,8,61,0,0.0,0.0,0.0,0.0,0.7226785714285714
sarampo_sarampo_biologia_molecular,QUERENCIA,4,4,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_biologia_molecular,RONDONOPOLIS,3,11,0,0.0,0.0,0.0,0.0,0.505875
sarampo_sarampo_biologia_molecular,SANTO ANTONIO DO LEVERGER,1,4,0,0.0,0.0,0.0,0.0,0.07961264780405415
sarampo_sarampo_biologia_molecular,SAO JOSE DO POVO,2,8,0,0.0,0.0,0.0,0.0,0.19027755137950458
sarampo_sarampo_biologia_molecular,SINOP,4,10,0,0.0,0.0,0.0,0.0,0.2529375
sarampo_sarampo_biologia_molecular,SORRISO,7,14,0,0.0,0.0,0.0,0.0,0.3818813079129867
sarampo_sarampo_biologia_molecular,TANGARA DA SERRA,2,4,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_biologia_molecular,VARZEA GRANDE,8,64,0,0.0,0.0,0.0,0.0,0.4215625
sarampo_sarampo_igg,ALTA FLORESTA,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_igg,ALTO GARCAS,3,3,1,0.0,0.0,0.3333333333333333,2.3884589662749596,0.565685424949238
sarampo_sarampo_igg,ARAPUTANGA,2,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_igg,BARRA DO BUGRES,1,2,0,0.0,0.0,0.0,0.0,0.0017327737894144602
sarampo_sarampo_igg,CACERES,17,24,0,0.0,0.0,0.0,0.0,0.6726683848638934
sarampo_sarampo_igg,CAMPINAPOLIS,6,7,0,0.0,0.0,0.0,0.0,0.8379935744706686
sarampo_sarampo_igg,CAMPO GRANDE,1,1,0,0.0,0.0,0.0,,0.0
sarampo_sarampo_igg,CAMPO NOVO DO PARECIS,3,4,0,0.0,0.0,0.0,0.0,0.3535533905932738
sarampo_sarampo_igg,CAMPO VERDE,10,18,2,0.0,0.0,0.1,0.2548264122479767,1.180375
sarampo_sarampo_igg,CANARANA,2,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_igg,CHAPADA DOS GUIMARAES,9,11,2,0.0,0.0,0.16666666666666666,0.6424092918079968,1.2331507386283544
sarampo_sarampo_igg,COCALINHO,2,6,0,0.0,0.0,0.0,0.0,0.15397950098536037
sarampo_sarampo_igg,CUIABA,19,40,0,0.0,0.0,0.0,0.0,0.33725
sarampo_sarampo_igg,DENISE,2,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_igg,DIAMANTINO,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_igg,DOM AQUINO,3,3,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_igg,GENERAL CARNEIRO,2,2,0,0.0,0.0,0.0,0.0,0.0818533854166666
sarampo_sarampo_igg,GOIANIA,1,1,0,0.0,0.0,0.0,,0.0
sarampo_sarampo_igg,GUARANTA DO NORTE,5,5,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_igg,INDAIAL,1,2,0,0.0,0.0,0.0,,0.0
sarampo_sarampo_igg,JACIARA,2,3,0,0.0,0.0,0.0,0.0,0.168625
sarampo_sarampo_igg,JUARA,2,2,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_igg,JUINA,1,3,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_igg,JURUENA,2,3,0,0.0,0.0,0.0,0.0,0.23211573057432439
sarampo_sarampo_igg,LUCAS DO RIO VERDE,6,16,0,0.0,0.0,0.0,0.0,1.25
sarampo_sarampo_igg,LUIZIANIA,1,2,0,0.0,0.0,0.0,,0.0
sarampo_sarampo_igg,MARCELANDIA,1,3,0,0.0,0.0,0.0,0.0,0.006850390625000021
sarampo_sarampo_igg,MATUPA,4,4,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_igg,MIRASSOL D''OESTE,9,10,0,0.0,0.0,0.0,,0.7071067811865475
sarampo_sarampo_igg,NORTELANDIA,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_igg,NOSSA SENHORA DO LIVRAMENTO,2,2,0,0.0,0.0,0.0,0.0,0.10755540540540556
sarampo_sarampo_igg,NOVA BANDEIRANTES,1,1,0,0.0,0.0,0.0,0.0,0.027430046452702812
sarampo_sarampo_igg,NOVA MARILANDIA,1,1,0,0.0,0.0,0.0,0.0,0.0
sarampo_sarampo_igg,NOVA MONTE VERDE,1,1,0,0.0,0.0,0.0,0.0,0.007011799690315371
