municipio,familia,epi_year,epi_week,prob_pressao_alta_proxima_janela,limiar_operacional,acima_limiar,faixa_pressao_predita,indice_pressao_proxy_atual,tests,drivers,tipo_sinal,metodo,modelo_versao
PERITORO,arbovirose,2025,4,0.0223,0.5499999999999999,False,baixa,1.25,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ALVORADA D''OESTE,arbovirose,2025,9,0.0223,0.5499999999999999,False,baixa,0.94,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MANDAGUACU,arbovirose,2025,22,0.0223,0.5499999999999999,False,baixa,1.9,8,tests=8 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SAO FELIPE D''OESTE,arbovirose,2025,6,0.0223,0.5499999999999999,False,baixa,1.89,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SAO LOURENCO DA MATA,arbovirose,2025,4,0.0223,0.5499999999999999,False,baixa,1.25,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
JOAO DOURADO,arbovirose,2025,13,0.0223,0.5499999999999999,False,baixa,0.96,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
COELHO NETO,arbovirose,2025,15,0.0223,0.5499999999999999,False,baixa,1.33,11,tests=11 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
LOANDA,arbovirose,2025,16,0.0223,0.5499999999999999,False,baixa,0.97,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PORTELANDIA,arbovirose,2025,4,0.0223,0.5499999999999999,False,baixa,1.25,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
FERNANDOPOLIS,arbovirose,2025,13,0.0223,0.5499999999999999,False,baixa,0.96,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
TUCUMA,arbovirose,2025,11,0.0223,0.5499999999999999,False,baixa,1.0,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
TRINDADE,arbovirose,2025,6,0.0223,0.5499999999999999,False,baixa,1.89,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MOZARLANDIA,arbovirose,2025,10,0.0223,0.5499999999999999,False,baixa,1.27,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
VERE,arbovirose,2025,3,0.0223,0.5499999999999999,False,baixa,1.9,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PENDENCIAS,arbovirose,2025,4,0.0223,0.5499999999999999,False,baixa,1.25,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
FARIAS BRITO,arbovirose,2025,15,0.0223,0.5499999999999999,False,baixa,0.97,8,tests=8 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CARIACICA,arbovirose,2025,5,0.0223,0.5499999999999999,False,baixa,1.65,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CARIRIACU,arbovirose,2025,19,0.0223,0.5499999999999999,False,baixa,1.08,8,tests=8 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MONTE SIAO,arbovirose,2025,2,0.0223,0.5499999999999999,False,baixa,1.97,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
LUIZIANIA,arbovirose,2025,14,0.0223,0.5499999999999999,False,baixa,1.45,10,tests=10 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BARRETOS,arbovirose,2025,5,0.0223,0.5499999999999999,False,baixa,2.2,8,tests=8 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
REALEZA,arbovirose,2025,4,0.0223,0.5499999999999999,False,baixa,1.25,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MIGUELOPOLIS,arbovirose,2025,4,0.0223,0.5499999999999999,False,baixa,1.25,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MAUA,arbovirose,2025,2,0.0223,0.5499999999999999,False,baixa,1.97,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PORECATU,arbovirose,2025,4,0.0223,0.5499999999999999,False,baixa,1.25,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PORTEIRAO,arbovirose,2025,11,0.0223,0.5499999999999999,False,baixa,1.0,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BALNEARIO ARROIO DO SILVA,arbovirose,2025,10,0.0223,0.5499999999999999,False,baixa,1.27,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CAMPESTRE,arbovirose,2025,13,0.0223,0.5499999999999999,False,baixa,0.96,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
TABOAO DA SERRA,arbovirose,2025,3,0.0223,0.5499999999999999,False,baixa,1.9,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CALDAS NOVAS,arbovirose,2025,4,0.0223,0.5499999999999999,False,baixa,1.25,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CRISTIANOPOLIS,arbovirose,2025,9,0.0223,0.5499999999999999,False,baixa,0.94,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SALVATERRA,arbovirose,2025,10,0.0223,0.5499999999999999,False,baixa,1.27,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ITAPAGE,arbovirose,2025,11,0.0223,0.5499999999999999,False,baixa,1.0,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PATROCINIO,arbovirose,2025,10,0.0223,0.5499999999999999,False,baixa,1.27,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ALVARAES,arbovirose,2025,6,0.0223,0.5499999999999999,False,baixa,1.89,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BARRA DA ESTIVA,arbovirose,2025,9,0.0223,0.5499999999999999,False,baixa,0.94,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
GUARANI DAS MISSOES,arbovirose,2025,9,0.0223,0.5499999999999999,False,baixa,0.94,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BRUSQUE,arbovirose,2025,19,0.0223,0.5499999999999999,False,baixa,0.81,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
TESOURO,arbovirose,2025,9,0.0223,0.5499999999999999,False,baixa,0.94,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
TERRA SANTA,arbovirose,2025,3,0.0223,0.5499999999999999,False,baixa,1.9,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CAMPINACU,arbovirose,2025,4,0.0223,0.5499999999999999,False,baixa,1.25,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SANTA MARIA,arbovirose,2025,10,0.0223,0.5499999999999999,False,baixa,1.48,7,tests=7 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SANTA RITA,arbovirose,2025,9,0.0223,0.5499999999999999,False,baixa,0.94,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOVO HORIZONTE DO OESTE,arbovirose,2025,9,0.0223,0.5499999999999999,False,baixa,0.94,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SANTA IZABEL DO OESTE,arbovirose,2025,4,0.0223,0.5499999999999999,False,baixa,1.25,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PARNAIBA,arbovirose,2025,20,0.0223,0.5499999999999999,False,baixa,1.16,8,tests=8 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ITAGUAI,arbovirose,2025,9,0.0223,0.5499999999999999,False,baixa,0.94,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
GOVERNADOR NUNES FREIRE,arbovirose,2025,1,0.0223,0.5499999999999999,False,baixa,2.28,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
HORIZONTE,arbovirose,2025,9,0.0223,0.5499999999999999,False,baixa,0.94,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
IPAUMIRIM,arbovirose,2025,9,0.0223,0.5499999999999999,False,baixa,0.94,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PIO XII,arbovirose,2025,9,0.0223,0.5499999999999999,False,baixa,0.94,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
VOLTA REDONDA,arbovirose,2025,11,0.0223,0.5499999999999999,False,baixa,1.0,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PIRACICABA,arbovirose,2025,4,0.0223,0.5499999999999999,False,baixa,1.25,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PIRATININGA,arbovirose,2025,3,0.0223,0.5499999999999999,False,baixa,1.9,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PADRE PARAISO,arbovirose,2025,9,0.0223,0.5499999999999999,False,baixa,0.94,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
GUANAMBI,arbovirose,2025,5,0.0223,0.5499999999999999,False,baixa,1.65,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PALHOCA,arbovirose,2025,6,0.0223,0.5499999999999999,False,baixa,1.89,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PINDORAMA,arbovirose,2025,14,0.0223,0.5499999999999999,False,baixa,0.87,6,tests=6 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOVO MUNDO,hepatite,2025,32,0.0221,0.2,False,baixa,29.79,1,backlog_estimado=10 (imp=0.554); indice_pressao_proxy=29.8 (imp=0.0872); tat_p90_dias=93.4 (imp=0.0124); tests_ma8=1.5 (imp=0.103); tests_lag1=1 (imp=0.0278),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
RIBEIRAO CASCALHEIRA,hepatite,2025,32,0.0221,0.2,False,baixa,28.95,1,backlog_estimado=9 (imp=0.554); indice_pressao_proxy=28.9 (imp=0.0872); tat_p90_dias=93.4 (imp=0.0124); tests_ma8=1.2 (imp=0.103); tests_lag1=1 (imp=0.0278),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ALTO ALEGRE DO PINDARE,respiratorio,2024,30,0.0218,0.85,False,baixa,4.08,3,tests=3 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
VERE,respiratorio,2024,26,0.0218,0.85,False,baixa,3.65,3,tests=3 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOVO SANTO ANTONIO,respiratorio,2024,39,0.0218,0.85,False,baixa,4.32,3,tests=3 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PACO DO LUMIAR,respiratorio,2025,20,0.0218,0.85,False,baixa,2.59,8,tests=8 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOVA UBIRATA,respiratorio,2025,17,0.0218,0.85,False,baixa,2.55,3,tests=3 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOVA MARILANDIA,respiratorio,2024,24,0.0218,0.85,False,baixa,2.35,3,tests=3 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CAMBE,respiratorio,2025,26,0.0218,0.85,False,baixa,2.25,3,tests=3 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CACOAL,respiratorio,2024,47,0.0218,0.85,False,baixa,4.71,3,tests=3 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CABIXI,respiratorio,2025,29,0.0218,0.85,False,baixa,1.41,3,tests=3 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BURITIS,respiratorio,2025,5,0.0218,0.85,False,baixa,4.0,6,tests=6 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CAMPO ALEGRE,respiratorio,2024,22,0.0218,0.85,False,baixa,3.31,3,tests=3 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
TERRA NOVA DO NORTE,respiratorio,2025,27,0.0218,0.85,False,baixa,2.07,3,tests=3 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PORTO ESTRELA,respiratorio,2024,39,0.0218,0.85,False,baixa,4.32,3,tests=3 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PORTO FRANCO,respiratorio,2025,25,0.0218,0.85,False,baixa,1.53,3,tests=3 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PRESIDENTE FIGUEIREDO,respiratorio,2025,26,0.0218,0.85,False,baixa,2.25,3,tests=3 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CAMPO MOURAO,respiratorio,2025,27,0.0218,0.85,False,baixa,2.07,3,tests=3 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CARLINDA,respiratorio,2025,11,0.0218,0.85,False,baixa,3.02,3,tests=3 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SONORA,respiratorio,2025,22,0.0218,0.85,False,baixa,5.08,6,tests=6 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CAPIXABA,respiratorio,2025,28,0.0218,0.85,False,baixa,2.49,3,tests=3 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CASTANHEIRA,respiratorio,2024,24,0.0218,0.85,False,baixa,2.35,3,tests=3 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MISSAL,respiratorio,2025,34,0.0218,0.85,False,baixa,1.41,3,tests=3 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MARINGA,respiratorio,2025,27,0.0218,0.85,False,baixa,2.07,3,tests=3 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PANAMBI,respiratorio,2025,12,0.0218,0.85,False,baixa,5.41,3,tests=3 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PALMITOS,respiratorio,2024,33,0.0218,0.85,False,baixa,2.41,3,tests=3 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ALTO GARCAS,respiratorio,2025,32,0.0218,0.85,False,baixa,1.8,3,tests=3 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
LUZIANIA,respiratorio,2025,16,0.0218,0.85,False,baixa,2.39,6,tests=6 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MANAUS,respiratorio,2025,12,0.0218,0.85,False,baixa,5.41,3,tests=3 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
RIBEIRAO CASCALHEIRA,respiratorio,2025,5,0.0218,0.85,False,baixa,4.0,6,tests=6 (imp=0.0161); tests_lag1=nan (imp=0.0398); tests_ma4=nan (imp=0.032); tests_ma8=nan (imp=0.0749); tests_trend=nan (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
