municipio,target,epi_year,epi_week,metric,valor_atual,baseline_ma8,z_proxy,tipo_anomalia,severidade,acao_sugerida,modelo_versao
CAMPO NOVO DO PARECIS,dengue,2025,35,incidencia_100k,0.0,3.3834731835582534,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CAMPO NOVO DO PARECIS,hepatite_a,2025,32,incidencia_100k,0.0,1.5597841227736216,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CAMPO NOVO DO PARECIS,leptospira,2025,33,incidencia_100k,0.0,0.24167665596844665,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CAMPO NOVO DO PARECIS,toxoplasmose_igm,2025,33,incidencia_100k,0.0,1.1048075701414706,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CAMPO NOVO DO PARECIS,virus_respiratorios,2025,35,incidencia_100k,0.0,0.48335331193689335,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CAMPO NOVO DO PARECIS,zika,2025,35,incidencia_100k,0.0,0.7250299679053399,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CAMPO VERDE,chagas,2025,31,incidencia_100k,0.0,1.0193056489919068,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CAMPO VERDE,chagas_igg,2025,32,incidencia_100k,0.0,1.0193056489919068,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CAMPO VERDE,chikungunya,2025,51,incidencia_100k,0.0,0.2548264122479767,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CAMPO VERDE,fungos,2025,14,incidencia_100k,0.0,1.2335833831102323,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CAMPO VERDE,influenza_a,2025,30,incidencia_100k,0.0,0.7840103698438252,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CAMPO VERDE,rubeola_igg,2025,43,incidencia_100k,0.0,1.5289584734878603,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CAMPO VERDE,sars_cov_2,2025,5,incidencia_100k,0.0,0.5226735798958835,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CAMPO VERDE,zika,2025,51,incidencia_100k,0.0,1.0193056489919068,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CAMPOS DE JULIO,dengue,2025,29,incidencia_100k,0.0,10.054293183189221,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CAMPOS DE JULIO,zika,2025,29,incidencia_100k,0.0,6.283933239493263,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CANABRAVA DO NORTE,hepatite_b_hbv,2025,19,incidencia_100k,0.0,11.160714285714285,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CANARANA,chagas_igg,2025,33,incidencia_100k,0.0,0.7061149555147578,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CANARANA,hepatite_a,2025,33,incidencia_100k,0.0,1.7652873887868943,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CANARANA,sars_cov_2,2025,28,incidencia_100k,0.0,0.8826436943934473,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CASTANHEIRA,cultura_para_fungos,2025,22,incidencia_100k,0.0,3.351655717924655,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CASTANHEIRA,fungos,2025,29,incidencia_100k,0.0,1.9152318388140885,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CASTANHEIRA,tuberculose_cultura,2025,18,incidencia_100k,0.0,3.351655717924655,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CHAPADA DOS GUIMARAES,dengue,2025,30,incidencia_100k,0.0,2.569637167231987,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CHAPADA DOS GUIMARAES,hepatite_c_hcv,2025,19,incidencia_100k,0.0,2.939911389842905,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CHAPADA DOS GUIMARAES,influenza_a,2025,34,incidencia_100k,0.0,2.569637167231987,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CHAPADA DOS GUIMARAES,influenza_b,2025,34,incidencia_100k,0.0,0.6424092918079968,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CHAPADA DOS GUIMARAES,sars_cov_2,2025,34,incidencia_100k,0.0,0.6424092918079966,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CHAPADA DOS GUIMARAES,zika,2025,31,incidencia_100k,0.0,3.854455750847981,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CLAUDIA,chikungunya,2025,21,incidencia_100k,0.0,6.7197075583270625,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CLAUDIA,dengue,2025,21,incidencia_100k,0.0,1.3439415116654125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
COLIDER,chikungunya,2025,34,incidencia_100k,0.0,10.919074062519499,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
COLIDER,dengue,2025,34,incidencia_100k,0.0,1.1699007924128035,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
COLIDER,influenza_a,2025,32,incidencia_100k,0.0,0.3899669308042678,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
COLIDER,zika,2025,34,incidencia_100k,0.0,2.7297685156298743,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
COLNIZA,chikungunya,2025,31,incidencia_100k,0.0,14.4086682548221,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
COLNIZA,dengue,2025,31,incidencia_100k,0.0,0.4802889418274033,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
COLNIZA,hepatite_b_hbv,2025,28,incidencia_100k,0.0,14.888957196649503,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
COLNIZA,influenza_a,2025,33,incidencia_100k,0.0,1.44086682548221,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
COLNIZA,sars_cov_2,2025,23,incidencia_100k,0.0,1.64670494340824,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
COMODORO,chikungunya,2025,30,incidencia_100k,0.0,34.51729925821647,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
COMODORO,dengue,2025,30,incidencia_100k,0.0,6.768097893767935,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CONFRESA,hepatite_c_hcv,2025,33,incidencia_100k,0.0,0.6500260010400416,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CONFRESA,influenza_a,2025,40,incidencia_100k,0.0,0.8667013347200555,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
COTRIGUACU,chikungunya,2025,21,incidencia_100k,0.0,3.738783649052841,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,bacterias_teste_de_sensibilidade,2025,31,incidencia_100k,0.0,0.10840108401084009,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,bordetella,2025,21,incidencia_100k,0.0,0.03613369467028003,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,chagas,2025,34,incidencia_100k,0.0,0.054200542005420044,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,chagas_igg,2025,34,incidencia_100k,0.0,0.054200542005420044,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,citomegalovirus_igm,2025,27,incidencia_100k,0.0,0.03613369467028003,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,dengue,2025,52,incidencia_100k,0.0,0.10840108401083987,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,fungos,2025,45,incidencia_100k,0.0,0.03613369467028003,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,hepatite_a,2025,32,incidencia_100k,0.0,0.09057082218599709,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,hepatite_c_hcv,2025,34,incidencia_100k,0.0,0.16260162601626016,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,hiv,2025,46,incidencia_100k,0.0,0.24831467319117054,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,rubeola_igg,2025,35,incidencia_100k,0.0,0.03613369467028002,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,sarampo_igm,2025,46,incidencia_100k,0.0,0.07226738934056005,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,toxoplasmose_igg,2025,34,incidencia_100k,0.0,0.07226738934056004,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,tuberculose,2025,35,incidencia_100k,0.0,0.07226738934056007,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,tuberculose_cultura,2025,31,incidencia_100k,0.0,0.2168021680216802,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,varicela_zoster_biologia_molecular,2025,35,incidencia_100k,0.0,0.18066847335140013,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CURVELANDIA,dengue,2025,17,incidencia_100k,0.0,10.060362173038229,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CURVELANDIA,zika,2025,17,incidencia_100k,0.0,5.030181086519115,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
DENISE,chikungunya,2025,28,incidencia_100k,0.0,3.745318352059926,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
DENISE,dengue,2025,28,incidencia_100k,0.0,3.7453183520599245,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
DIAMANTINO,chikungunya,2025,32,incidencia_100k,0.0,5.525350307209477,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
DIAMANTINO,hepatite_c_hcv,2025,28,incidencia_100k,0.0,0.8897192935628808,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
DIAMANTINO,influenza_a,2025,45,incidencia_100k,0.0,1.1050700614418953,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
DIAMANTINO,sars_cov_2,2025,45,incidencia_100k,0.0,0.5560745584768005,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
DIAMANTINO,tuberculose_cultura,2025,32,incidencia_100k,0.0,1.8984509941927954,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
DOM AQUINO,chikungunya,2025,26,incidencia_100k,0.0,16.885684158442,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
DOM AQUINO,zika,2025,26,incidencia_100k,0.0,2.5348542458808616,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
FELIZ NATAL,hepatite_b_hbv,2025,51,incidencia_100k,0.0,9.489162647385005,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
GAUCHA DO NORTE,hepatite_b_hbv,2025,32,incidencia_100k,0.0,6.651058848568693,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
GAUCHA DO NORTE,zika,2025,33,incidencia_100k,0.0,1.3302117697137386,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
GUARANTA DO NORTE,chikungunya,2025,35,incidencia_100k,0.0,21.628376429876,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
GUARANTA DO NORTE,citomegalovirus_igg,2025,22,incidencia_100k,0.0,3.2011611082565654,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
GUARANTA DO NORTE,dengue,2025,35,incidencia_100k,0.0,6.007882341632222,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
GUARANTA DO NORTE,rubeola_igm,2025,19,incidencia_100k,0.0,0.5340339859228641,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
GUARANTA DO NORTE,sars_cov_2,2025,33,incidencia_100k,0.0,0.8010509788842961,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
GUARANTA DO NORTE,zika,2025,35,incidencia_100k,0.0,5.206831362747925,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
GUIRATINGA,chikungunya,2025,22,incidencia_100k,0.0,2.786912658157294,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
GUIRATINGA,dengue,2025,22,incidencia_100k,0.0,4.877097151775263,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
INDIAVAI,dengue,2025,7,incidencia_100k,0.0,11.51012891344383,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
ITAUBA,dengue,2025,27,incidencia_100k,0.0,50.47106325706596,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
ITAUBA,sars_cov_2,2025,34,incidencia_100k,0.0,3.2045119528295842,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
ITIQUIRA,dengue,2025,22,incidencia_100k,0.0,1.5889409708429332,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JACIARA,hepatite_b_hbv,2025,20,incidencia_100k,0.0,1.6845792104281354,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JACIARA,sars_cov_2,2025,22,incidencia_100k,0.0,1.342146763748616,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JANGADA,chikungunya,2025,34,incidencia_100k,0.0,16.862268986914877,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JANGADA,dengue,2025,34,incidencia_100k,0.0,1.686226898691488,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JANGADA,zika,2025,34,incidencia_100k,0.0,3.372453797382976,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JAURU,chikungunya,2025,21,incidencia_100k,0.0,14.274838218500191,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JAURU,dengue,2025,21,incidencia_100k,0.0,1.58609313538891,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JUARA,hepatite_c_hcv,2025,23,incidencia_100k,0.0,0.397941844778804,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JUARA,pesquisa_de_multipatogenos_ist,2025,9,incidencia_100k,0.0,0.3481991141814535,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JUARA,sars_cov_2,2025,22,incidencia_100k,0.0,0.6927318573526559,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JUARA,zika,2025,27,incidencia_100k,0.0,0.6927318573526559,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JUINA,chikungunya,2025,34,incidencia_100k,0.0,2.582858087445243,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JUINA,cultura_para_fungos,2024,29,incidencia_100k,0.0,0.4184100418410043,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JUINA,fungos,2025,33,incidencia_100k,0.0,0.25828580874452434,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JUINA,influenza_a,2025,23,incidencia_100k,0.0,0.25828580874452434,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JUINA,sars_cov_2,2025,21,incidencia_100k,0.0,0.5903675628446271,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JUINA,tuberculose_cultura,2025,28,incidencia_100k,0.0,0.5165716174890487,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JURUENA,chikungunya,2025,31,incidencia_100k,0.0,2.485830764641543,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JUSCIMEIRA,hepatite_c_hcv,2025,33,incidencia_100k,0.0,2.151462994836489,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
LUCAS DO RIO VERDE,hepatite_c_hcv,2025,34,incidencia_100k,0.0,0.39147319191581764,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
LUCAS DO RIO VERDE,influenza_a,2025,35,incidencia_100k,0.0,0.39147319191581764,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
LUCAS DO RIO VERDE,influenza_b,2025,35,incidencia_100k,0.0,0.2609821279438784,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
LUCAS DO RIO VERDE,sars_cov_2,2025,21,incidencia_100k,0.0,1.4354017036913311,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
LUCAS DO RIO VERDE,tuberculose_cultura,2025,26,incidencia_100k,0.0,0.5286328939124529,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
MARCELANDIA,virus_respiratorios,2025,20,incidencia_100k,0.0,2.2016732716864817,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
MATUPA,chikungunya,2025,31,incidencia_100k,0.0,15.36955234755681,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
MATUPA,dengue,2025,31,incidencia_100k,0.0,7.9693975135479755,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOBRES,chikungunya,2025,26,incidencia_100k,0.0,9.496074955684982,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOBRES,influenza_a,2025,23,incidencia_100k,0.0,1.5826791592808305,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOBRES,sars_cov_2,2025,23,incidencia_100k,0.0,3.9588579694218144,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NORTELANDIA,hepatite_b_hbv,2025,30,incidencia_100k,0.0,6.739679865206402,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOSSA SENHORA DO LIVRAMENTO,dengue,2025,28,incidencia_100k,0.0,1.0722250814891061,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOSSA SENHORA DO LIVRAMENTO,influenza_a,2025,35,incidencia_100k,0.0,4.2889003259564245,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOSSA SENHORA DO LIVRAMENTO,sars_cov_2,2025,35,incidencia_100k,0.0,3.2166752444673183,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOSSA SENHORA DO LIVRAMENTO,tuberculose_cultura,2025,23,incidencia_100k,0.0,3.2166752444673183,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOSSA SENHORA DO LIVRAMENTO,zika,2025,28,incidencia_100k,0.0,1.0722250814891061,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA BANDEIRANTES,chikungunya,2025,24,incidencia_100k,0.0,5.2301255230125525,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA BANDEIRANTES,dengue,2025,24,incidencia_100k,0.0,1.9924287706714485,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA BANDEIRANTES,zika,2025,24,incidencia_100k,0.0,0.8716875871687587,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA BRASILANDIA,chikungunya,2025,23,incidencia_100k,0.0,42.864679504088635,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA BRASILANDIA,dengue,2025,23,incidencia_100k,0.0,9.891849116328146,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA BRASILANDIA,zika,2025,19,incidencia_100k,0.0,10.551305724083356,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA CANAA DO NORTE,chikungunya,2025,29,incidencia_100k,0.0,2.1305607635929777,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA CANAA DO NORTE,dengue,2025,29,incidencia_100k,0.0,2.1305607635929773,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA CANAA DO NORTE,virus_respiratorios,2025,22,incidencia_100k,0.0,1.0652803817964889,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA GUARITA,chikungunya,2025,34,incidencia_100k,0.0,96.23845138583371,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA GUARITA,dengue,2025,34,incidencia_100k,0.0,16.49802023757149,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA GUARITA,hepatite_b_hbv,2025,28,incidencia_100k,0.0,13.728533838223756,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA GUARITA,influenza_a,2025,23,incidencia_100k,0.0,16.498020237571495,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA GUARITA,zika,2025,34,incidencia_100k,0.0,19.24769027716674,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MARILANDIA,dengue,2025,29,incidencia_100k,0.0,20.10184937014205,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MUTUM,chagas,2025,28,incidencia_100k,0.0,0.3151839886533764,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MUTUM,chagas_igg,2025,28,incidencia_100k,0.0,0.3151839886533764,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MUTUM,chikungunya,2025,32,incidencia_100k,0.0,1.3789299503585217,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MUTUM,cultura_para_fungos,2025,24,incidencia_100k,0.0,0.5253066477556273,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MUTUM,dengue,2025,32,incidencia_100k,0.0,0.3939799858167205,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MUTUM,fungos,2025,24,incidencia_100k,0.0,0.5253066477556273,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MUTUM,hepatite_c_hcv,2025,26,incidencia_100k,0.0,0.4011616277514748,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MUTUM,toxoplasmose_igm,2025,32,incidencia_100k,0.0,0.3939799858167205,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MUTUM,tuberculose_cultura,2025,25,incidencia_100k,0.0,0.5909699787250807,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MUTUM,virus_respiratorios,2025,29,incidencia_100k,0.0,0.3939799858167205,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA SANTA HELENA,dengue,2025,24,incidencia_100k,0.0,19.43580630830742,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA SANTA HELENA,hepatite_b_hbv,2025,45,incidencia_100k,0.0,11.150664901709725,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
